Watershed,Site,SampleDate,Organization,UseOrder,Protocol,HitchDate,Hitch,Crew,VisitPhase,VisitStatus,VisitID,Panel,Category,StreamName,VisitObjective,SideChannel,VisitYear,x_albers,y_albers,LON_DD,LAT_DD,Stream,Elev_M,Block,OwnerType,ValleyClass,Channel_Type,Strah,HUC4,HUC5,HUC6,LEVEL3_NM,LEVEL4_NM,CEC_L1,CEC_L2,Ppt,CUMDRAINAG,NatClass,DistClass,DistPrin1,NatPrin1,NatPrin2,MeanU,Metric #,ModelVersion,GenerationDate,SlowWater_Area,SlowWater_Ct,SlowWater_Vol,SlowWater_Pct,FstTurb_Area,FstTurb_Ct,FstTurb_Vol,FstTurb_Pct,FstNT_Area,FstNT_Ct,FstNT_Vol,FstNT_Pct,Grad,Sin,Lgth_Wet,Area_Wet,Area_Bf,WetVol,WetWdth_Int,DetrendElev_SD,BfWdthInt,DpthThlwg_UF_CV,BfVol,Lgth_WetChnl,WetBraid,Lgth_BfChnl,BfBraid,Wet_QIsland_Ct,Bf_QIsland_Ct,DpthWet_SD,BfWdth_CV,BfWdth_Avg,BfWDRat_CV,BfWDRat_Avg,WetWdth_CV,WetWdth_Avg,WetWDRat_CV,WetWDRat_Avg,DpthBf_Max,DpthBf_Avg,BfSCWdth,WetSCWdth,SlowWater_Freq,FstTurb_Freq,FstNT_Freq,DpthThlwg_Avg,PoolResidDpth,WetSCL_Area,SCSm_Area,WetSC_Pct,SCSm_Freq,SCSm_Ct,SCSm_Vol,Q,SubEmbed_Avg,SubEmbed_SD,SubD16,SubD50,SubD84,SubLT2,SubLT6,Cond,Alk,RipCovBigTree,RipCovConif,RipCovGrnd,RipCovNonWood,RipCovUstory,RipCovWood,LWVol_Wet,LWVol_Bf,LWVol_WetSlow,LWVol_BfSlow,LWVol_WetFstTurb,LWVol_WetFstNT,DriftBioMass,RipCovCanNone,Ucut_Area,SolarSummr_Avg,RipCovUstoryNone,RipCovGrndNone,SubEstGrvl,FishCovLW,SubEstSandFines,LWFreq_Wet,FishCovTVeg,FishCovArt,FishCovNone,LWFreq_Bf,FishCovAqVeg,SubEstBldr,SubEstCbl,FishCovTotal,UcutLgth_Pct,UcutArea_Pct,SC_Area,SC_Area_Pct,ChnlUnitTotal_Ct,LWVol_BfFstNT,RS_name,Geo_Cond,CU_Ct,CU_Freq
Yankee Fork,YFI00001-000595,2017-09-09,Watershed Solutions,2,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4875,Annual,Floodplain Enhancement-Treatment,Yankee Fork,Primary Visit,<none>,2017,-1478459.78167,2522145.7699,-114.72337,44.37417,Yankee Fork,1932,Annual - Floodplain Enhancement-Treatment,Private Lands,Depositional,Island_braided,4,17060201,1706020105,170602010505,16,16k,6,6.2,24.23,273.074,MT - II.B.2,I.B.1,-1.43,-1.44,2.23,76.99,2560130,0.0.4,NA,278.5959,2,110.7739,8.3736,1533.4987,5,431.8059,46.0917,1514.9693,4,516.5512,45.5347,1.0976,1.0788,294.505,3327.0639,4599.1289,1059.1309,11.2971,0.9202,15.7595,0.2163,3294.7008,294.505,1,291.8324,1,0,0,0.1338,0.1908,15.7004,0.2833,21.7961,0.1566,11.2171,0.375,36.731,1.4295,0.7116,NA,NA,0.6791,1.6978,1.3582,0.4644,0.4014,0,0,0,0,0,0,1.1586,7.1829,16.2818,10,149,310,3.7333,4.1333,50,40,0,2,13,7.5,12,19.5,0.28,2.7059,0,0.1125,0.0567,0.084,NA,98,NA,75.6782,88,87,33.3053,1.1811,16.4816,1.3582,3.3495,0,91.1838,8.8284,8.2143,30.5462,18.232,12.7449,0,0,0,0,11,0.9971,cv_margin_controlled_gravel_bed,poor,11,3.735080898456732
Yankee Fork,YFI00001-000436,2017-07-15,Watershed Solutions,4,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4876,Rotating Panel 2,Source,Mckay Creek,Primary Visit,<none>,2017,-1462345.59055,2531820.22372,-114.54807,44.48751,Mckay Creek,2282,Rotating Panel 2 - Source,Public Lands,Source,Plane-bed,2,17060201,1706020105,170602010501,16,16k,6,6.2,26.67,19.424,MT - II.A.2,I.A,-1.7,-1.06,2,4.89,2560131,0.0.4,NA,165.3887,6,36.5284,37.8613,167.7498,6,24.1376,38.4018,103.6897,3,18.5386,23.7369,1.6883,1.2977,122.4362,436.8291,700.4003,79.2047,3.5678,0.2992,5.9408,0.2398,212.6338,122.4362,1,117.8966,1,0,0,0.0842,0.5122,6.117,0.5604,20.3735,0.2273,3.5466,0.4915,20.1846,0.739,0.3031,NA,NA,4.9005,4.9005,2.4503,0.2741,0.1233,0,0,0,0,0,0,0.2461,4.6364,9.099,22,55,107,3.1111,5.4074,39,21,0,1.5,90,45.5,21.5,66,0,0,0,0,0,0,NA,100,2.74,93.3989,78.5,10,53.5918,0,12.1247,NA,9.5028,0,89.6635,NA,1.5081,2.8968,31.3866,11.011,3.8796,0.6272,0,0,15,0,ucv_meandering_gravel_bed,good,15,12.251278625112509
Yankee Fork,YFI00001-000320,2017-07-12,Watershed Solutions,3,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4877,Rotating Panel 2,Transport,Yankee Fork,Primary Visit,<none>,2017,-1466637.18323,2528946.13327,-114.59409,44.45473,Yankee Fork,2153,Rotating Panel 2 - Transport,Public Lands,Transport,Pool-riffle,3,17060201,1706020105,170602010501,16,16k,6,6.2,27.49,94.582,MT - II.A.2,I.A,-1.7,-1.06,2,24.8,2560132,0.0.4,NA,121.698,2,43.1376,8.9859000000000009,1004.6988,3,323.985,74.1848,219.0171,2,60.3747,16.1718,1.9323,1.0934,133.3049,1354.3192,1639.1466,427.4974,10.1596,0.5862,12.2375,0.3345,1008.65,133.3049,1,156.6559,1.1696,0,1,0.141,0.1393,11.762,0.2017,18.8065,0.1666,9.9889,0.359,32.4345,1.3175,0.6102,2.8847,NA,1.5003,2.2505,1.5003,0.4676,0.2227,0,8.9051,0.6575,0.7502,1,0,1.725,4.8333,8.6056,30,89,295,0,0.5,34,25,11.5,31.5,19.5,10,25,54,20.5503,29.5775,9.038,9.5761,3.6104,6.7888,NA,80.5,30.66,54.1628,75,80.5,38.1622,7.4349,0.3259,23.255,5.7988,0,89.2477,41.2588,4.7304,33.3238,28.1881,17.9642,18.9415,2.2639,40,2.9535,7,8.7043,pcv_lowSin_margin_controlled_dfp,good,7,5.251119801297627
Yankee Fork,YFI00001-000323,2017-08-22,Watershed Solutions,2,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4878,Annual,Depositional,Yankee Fork,Primary Visit,<none>,2017,-1476836.80869,2522917.45668,-114.70524,44.38381,Yankee Fork,1962,Annual - Depositional,Public Lands,Depositional,Island_braided,4,17060201,1706020105,170602010502,16,16k,6,6.2,23.53,223.48,MT - II.A.2,I.B.1,-1.39,-1.04,2.31,61.47,2560133,0.0.4,NA,481.0885,2,238.6385,11.8458,1676.6904,4,521.6402,41.2851,1787.1447,3,620.2904,44.0048,0.9081,1.2738,406.934,4061.2592,6626.5075,1380.5692,9.9801,0.57,16.3733,0.2501,3607.0069,406.934,1,541.3165,1.3375,0,1,0.154,0.2281,13.2778,0.3915,22.5223,0.204,9.7597,0.3703,31.2412,2.1664,0.5306,9.7736,NA,0.4915,0.983,0.7372,0.508,0.3781,0,116.3218,2.8642,0.2457,1,0,1.5403,3.1313,9.1482,22,73,264,5.8667,7.3333,40,33,6,7.5,27.5,14.5,27,51.5,10.2663,30.6356,3.5212,15.9277,6.534,0.1206,NA,88.5,21.01,88.4814,73,72.5,43.3515,3.7041,9.7252,4.6691,5.8245,0,90.7463,20.1507,4.7252,18.985,27.9383,14.2537,5.8363,0.5173,1200,29.5476,9,0.1206,pcv_lowSin_planControlled_dfp,moderate,9,2.2116608590090774
Yankee Fork,YFI00001-000231,2017-09-07,Watershed Solutions,1,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4879,Rotating Panel 2,Depositional,Yankee Fork,Primary Visit,<none>,2017,-1470557.99119,2525135.02998,-114.63318,44.41433,Yankee Fork,2065,Rotating Panel 2 - Depositional,Public Lands,Depositional,Meandering,4,17060201,1706020105,170602010502,16,16k,6,6.2,27.23,155.915,MT - II.A.2,I.B.1,-1.39,-1.04,2.31,43.29,2560134,0.0.4,NA,1192.0808,4,590.1879,29.6278,362.9626,2,69.1665,9.021,2468.4719,5,620.1162,61.3511,0.4906,1.3456,410.5156,4023.5153,5578.3984,1279.4705,9.8011,0.7529,13.7418,0.5328,4437.0657,410.5156,1,405.9445,1,0,0,0.221,0.2276,13.4161,0.3494,22.7241,0.191,9.7489,0.462,36.3079,2.1059,0.7099,NA,NA,0.9744,0.4872,1.218,0.5082,0.7389,0,0,0,0,0,0,0.9692,4.5,10.504,17,46,77,7.5556,8.6667,30,28,2.5,6,30.5,16,31,49,6.1038,21.7334,3.4715,12.8167,0.9486,1.6837,NA,96.5,30.8,82.34,69,69.5,61.2921,2.1353,14.5417,3.4103,3.1813,0,93.2439,13.6414,3.2968,4.2049,19.2345,8.6134,7.6733,0.7655,0,0,11,7.628,pcv_lowSin_margin_controlled_dfp,good,11,2.6795571227987436
Yankee Fork,YFI00001-000218,2017-08-12,Watershed Solutions,1,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4880,Rotating Panel 2,Transport,West Fork Yankee Fork,Primary Visit,<none>,2017,-1484371.18533,2525331.44758,-114.80418,44.3918,West Fork Yankee Fork,2003,Rotating Panel 2 - Transport,Public Lands,Transport,Pool-riffle,3,17060201,1706020105,170602010504,16,16k,6,6.2,23.79,66.661,MT - II.A.2,I.A,-1.91,-1.19,2.27,31.73,2560135,0.0.4,NA,433.3399,7,156.9363,16.414,727.7966,4,116.3788,27.5674,891.07,3,206.9987,33.7519,1.2477,1.3484,264.3876,2640.1415,4314.2335,568.0525,9.9859000000000009,0.3237,16.2524,0.3978,2265.9346,417.6586,1.5797,418.5098,1.5766,4,2,0.1594,0.359,10.9275,0.5076,31.122,0.2314,7.7578,0.5824,36.3519,1.4508,0.3554,12.7744,4.0487,2.6476,1.5129,1.1347,0.4145,0.3001,0,587.8525,22.2666,1.5129,4,87.7386,0.8085,4.9868,13.9662,19,49,143,5.4667,8.8061,107,28,19.5,60.5,81.5,39.5,47,120,13.5522,20.2489,3.6668,6.0454,1.1154,0.381,NA,69,43.76,77.9001,53,18.5,57.0672,7.086,8.3286,19.6681,9.463,0,84.0433,31.0151,0,7.7501,26.8541,16.5489,17.0205,1.6575,770,29.166,14,0.4271,ucv_lowSin_gravel_bed,good,14,5.295255904588566
Yankee Fork,YFI00001-000213,2017-09-25,Watershed Solutions,3,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4881,Annual,Mainstem Control,Yankee Fork,Primary Visit,<none>,2017,-1479119.33185,2519296.5044,-114.72449,44.34794,Yankee Fork,1905,Annual - Mainstem Control,Public Lands,Depositional,Island_braided,4,17060201,1706020105,170602010505,16,16k,6,6.2,22.87,425.08,MT - II.B.2,I.B.1,-1.43,-1.44,2.23,141.06,2560136,0.0.4,NA,1117.4833,3,560.255,16.5634,924.9371,3,281.527,13.7095,4704.2632,3,1662.454,69.727,0.4542,1.2014,437.9256,6725.1816,8609.7896,2504.0175,15.3569,0.9916,19.5493,0.2585,8473.298,483.0622,1.1031,481.374,1.093,1,1,0.1592,0.16,19.044,0.2231,20.7617,0.1673,14.7215,0.2767,39.2197,1.7227,0.9634,10.5555,7.3903,0.685,0.685,0.685,0.5385,0.2747,0,0,0,0,0,0,2.5302,11.3333,15.7235,27,98,293,3,4.4444,55.1,42,0,1,35,28.5,20.5,29.5,0.5747,1.2749,0.4181,0.902,0.1367,0.0199,NA,97.5,1.49,78.4773,79.5,65,40.4338,2.7589,15.9001,0.9134,3.7955,0,93.9093,2.2835,5.0885,19.0143,24.6518,11.6429,0.628,0.0222,0,0,9,0.1641,pcv_lowSin_margin_controlled_dfp,poor,9,2.055143613435707
Yankee Fork,YFI00001-000133,2017-07-13,Watershed Solutions,2,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4882,Annual,Adaptive Management-Treatment,Yankee Fork,Primary Visit,<none>,2017,-1479294.10528,2517829.21762,-114.72303,44.33472,Yankee Fork,1897,Annual - Adaptive Management-Treatment,Private Lands,Depositional,Island_braided,4,17060201,1706020105,170602010505,16,16k,6,6.2,22.87,435.886,MT - II.B.2,I.B.1,-1.43,-1.44,2.23,142.81,2560137,0.0.4,NA,1123.1745,14,372.1212,86.9143,20.6953,3,1.8775,1.6015,148.4086,9,19.706,11.4843,0.5562,1.0896,220.8396,1292.2653,1816.7203,393.7048,5.8516,1.3776,8.4627,0.6017,924.5043,220.8396,1,214.673,1,0,0,0.1852,0.8428,7.8049,0.9279,24.931,1.0861,4.2654,0.5156,20.1026,1.7962,0.4482,NA,NA,6.3394,1.3585,4.0754,0.2871,0.1965,0,0,0,0,0,0,NA,7.1731,9.5456,13,44,217,18.8,20.0667,109.4,60,0.5,1,19.5,18,11.5,16,28.7502,34.4743,21.6783,23.9737,0,1.652,NA,97,0.22,73.473,88.5,80.5,13.0341,22.2307,80.3724,50.2627,6.025,0,54.1905,60.2247,25.8506,2.7164,3.8771,54.1063,0.2264,0.017,0,0,26,4.2559,pcv_lowSin_margin_controlled_dfp,poor,26,11.77325081190149
Yankee Fork,YFI00001-001129,2017-07-29,Watershed Solutions,1,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4883,Annual,Adaptive Management-Treatment,Yankee Fork,Primary Visit,<none>,2017,-1479094.71629,2518324.22256,-114.72179,44.33943,Yankee Fork,1901,Annual - Adaptive Management-Treatment,Public Lands,Depositional,Island_braided,4,17060201,1706020105,170602010505,16,16k,6,6.2,23.41,435.886,MT - II.B.2,I.B.1,-1.43,-1.44,2.23,142.81,2560138,0.0.4,NA,737.3231,4,322.1743,77.8887,0,0,0,0,209.3134,2,64.3165,22.1113,0.1612,1.0364,198.7491,1020.7309,1815.769,386.4908,5.1358,0.7817,9.0539,0.2696,903.907,198.7491,1,200.5501,1,0,0,0.2258,0.2646,5.8215,0.5655,10.6264,0.1691,4.324,0.2872,10.2161,1.4485,0.411,NA,NA,2.0126,0,1.0063,0.6397,0.5283,0,0,0,0,0,0,0.1709,23.7917,22.791,0.0419,1,53,65.1667,66.8333,105.4,56,0,0,23.5,27,15.5,12,13.2016,17.1028,8.8089,10.4734,0,0.4237,NA,100,NA,82.9311,84.5,76.5,5.9259,9.7182,90.7705,19.6227,4.568,0,78.7195,24.6542,17.7168,0,3.3036,32.003,0,0,0,0,6,1.0228,pcv_lowSin_margin_controlled_dfp,poor,6,3.0188815949355243
CHaMP Training,MOCK2012-000031,NA,NA,2,CHaMP 2014,NA,NA,NA,Planned,Available For Download,4892,Annual,Dry Creek,Dry Creek,<none>,<none>,NA,-1730411.46315,2691700.22329,-118.30355,45.37747,Dry Creek,1038.6,Annual - Dry Creek,Public Lands,Source,Plane-bed,1,17060104,1706010404,170601040402,11,11c,6,6.2,7.14,18.853,MT - I.A.1,II.B.1,0.91,0.14,-0.35,4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHaMP Training,MOCK2012-000101,NA,NA,1,CHaMP 2014,NA,NA,NA,Planned,Available For Download,4893,Annual,Cove Creek,Cove Creek,<none>,<none>,NA,NA,NA,-118.20766,45.1455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Day,CBW05583-085362,2017-07-09,Oregon Department of Fish and Wildlife,3,CHaMP 2014,2017-07-13,Upper Murderers,Jen Rogers Crew,Data Approved,Released to Public,4896,Rotating Panel 1,Murderers Creek-Transport-Mainstem,Murderers Creek,Primary Visit,<none>,2017,-1831645.83266,2588647.89902,-119.23935,44.26236,Murderers Creek,1366.34,Rotating Panel 1 - Murderers Creek-Transport-Mainstem,Private Lands,Transport,Pool-riffle,2,17070201,1707020103,170702010301,11,11d,6,6.2,5.26,28.231,MT - I.A.2,I.B.1,-0.76,-0.74,0.35,5.05,2560139,0.0.4,NA,204.5044,11,37.3229,54.587,24.7872,3,1.853,6.6163,145.3479,6,16.1457,38.7967,0.8894,1.7477,129.5988,374.8481,488.2628,55.3216,2.8924,0.6945,3.7567,0.5286,124.2057,129.5988,1,129.9719,1,0,0,0.1053,0.2005,3.8437,0.3145,15.8769,0.2717,2.8711,0.4934,24.1596,0.9178,0.2574,NA,NA,8.4877,2.3148,4.6297,0.2147,0.2386,0,0,0,0,0,0,0.0507,NA,NA,0.5318,14,32,24.3968,31.9365,38.9,280,7,7.5,78,58,14.5,43.5,0.4584,0.4885,0.3432,0.3432,0,0.1152,NA,91,6.71,50.4005,85.5,22,53.5462,3.2507,46.104,10.031,20.081,0,74.5841,10.8026,2.0842,0.3498,0,25.4159,8.3064,1.7901,0,0,20,0.1152,pcv_meandering_planControlled_dfp,good,20,15.432241656558547
John Day,CBW05583-134002,2017-07-06,Oregon Department of Fish and Wildlife,2,CHaMP 2014,2017-07-13,Upper Murderers,Jen Rogers Crew,Data Approved,Released to Public,4897,Rotating Panel 1,Murderers Creek-Source-Not mainstem,Bark Cabin Creek,Primary Visit,<none>,2017,-1844616.17127,2591191.51996,-119.40515,44.25623,Bark Cabin Creek,1173.05,Rotating Panel 1 - Murderers Creek-Source-Not mainstem,Public Lands,Source,Step-pool,1,17070201,1707020103,170702010302,11,11a,6,6.2,4.33,7.546,MT - I.B,I.B.1,-1.07,-0.33,0.36,1.09,2560140,0.0.4,NA,11.611,3,0.755,6.4311,125.2236,6,5.7282,69.3585,43.7108,3,2.6171,24.2104,7.9053,1.1948,124.1927,180.5453,262.4675,9.1003,1.4538,0.9138,2.1336,0.597,51.6014,124.1927,1,123.0169,1,0,0,0.0384,0.3764,2.1101,0.5226,16.9482,0.43120000000000003,1.4302,0.7851,31.7043,0.451,0.1634,NA,NA,2.4156,4.8312,2.4156,0.0712,0.1,0,0,0,0,0,0,0.0575,4,8.4327,0.02,0.4919,20,86.8553,98.75,43.2,310,3.5,4.5,23,34.5,37,31.5,5.7929,19.6461,0.2264,5.771,1.9492,3.6173,NA,94,0.7,51.9514,63,77,27.8231,17.0019,57.8228,17.7144,48.0949,0,30.8417,29.7924,4.0615,6.8226,7.5315,69.1583,1.2078,0.3877,0,0,12,4.944,NA,NA,12,9.662403667848432
John Day,CBW05583-150898,2017-07-12,Oregon Department of Fish and Wildlife,4,CHaMP 2014,2017-07-13,Upper Murderers,Jen Rogers Crew,Data Approved,Released to Public,4898,Rotating Panel 1,Murderers Creek-Transport-Mainstem,Murderers Creek,Primary Visit,<none>,2017,-1832459.95785,2588843.39623,-119.24986,44.2623,Murderers Creek,1354.48,Rotating Panel 1 - Murderers Creek-Transport-Mainstem,Private Lands,Transport,Pool-riffle,2,17070201,1707020103,170702010301,11,11d,6,6.2,5,31.131,MT - I.A.2,I.B.1,-0.76,-0.74,0.35,5.53,2560141,0.0.4,NA,266.409,14,51.3374,72.689,19.7866,2,1.5636,5.3987,80.3095,4,7.8171,21.9122,0.4724,2.1521,137.1619,366.5051,516.5,60.7181,2.6721,0.7133,3.9881,0.5618,161.3407,137.1619,1,129.5087,1,0,0,0.1189,0.1949,3.9026,0.2988,15.1354,0.2242,2.6512,0.6986,23.3388,0.8812,0.298,NA,NA,10.2069,1.4581,2.9163,0.2335,0.2992,0,0,0,0,0,0,0.0361,NA,NA,0.0336,13,29,38.3995,58.3276,54.4,242,3,7.5,78,65,26,44.5,1.1543,6.5264,1.1543,6.5264,0,0,NA,94.5,10.74,63.9278,74,22,48.233,7.1788,51.767,8.7488,12.8411,0,58.9168,9.4779,25.2243,0,0,45.2442,11.1182,2.9304,0,0,20,0,pcv_meandering_planControlled_dfp,good,20,14.581308657870736
John Day,CBW05583-183666,2017-07-19,Oregon Department of Fish and Wildlife,6,CHaMP 2014,2017-07-13,Upper Murderers,Jen Rogers Crew,Quality Assurance,In Q/A,4899,Rotating Panel 1,Greater South Fork John Day-Source,Tennessee Creek,Primary Visit,<none>,2017,-1836019.02274,2592653.18131,-119.30485,44.28772,Tennessee Creek,1381.8,Rotating Panel 1 - Greater South Fork John Day-Source,Public Lands,Source,Step-pool,1,17070201,1707020103,170702010301,11,11d,6,6.2,5.44,4.54,MT - I.A.2,I.B.1,-0.76,-0.74,0.35,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cv_gravel_bed,good,NA,NA
John Day,CBW05583-050162,2017-08-15,Oregon Department of Fish and Wildlife,2,CHaMP 2014,2017-08-15,Middle Fork,Jen Rogers Crew,Data Approved,Released to Public,4905,Rotating Panel 1,Middle Fork John Day-Source,Lick Creek,Primary Visit,<none>,2017,-1787043.44611,2621737.25851,-118.79385,44.64671,Lick Creek,1186.26,Rotating Panel 1 - Middle Fork John Day-Source,Public Lands,Source,Plane-bed,3,17070203,1707020302,170702030206,11,11b,6,6.2,4.95,38.405,MT - I.A.2,I.B.1,-0.44,-1.11,0.64,8.76,2560142,0.0.4,NA,70.3422,6,8.9228,20.7548,179.0103,6,12.91,52.8179,89.5672,4,10.2055,26.4273,2.4525,1.1346,121.0659,338.9197,450.1544,32.0383,2.7995,0.4697,3.7701,0.5311,157.4625,121.0659,1,119.4003,1,0,0,0.0748,0.2176,3.7583,0.3639,17.2102,0.2392,2.7885,0.5952,28.3143,0.8695,0.2558,NA,NA,4.956,4.956,3.304,0.1564,0.1359,0,0,0,0,0,0,0.0088,9.0769,21.3108,12,61,120,10.6429,12.9286,136,180,8.5,18,45.5,25.5,34.5,74,0.9691,1.1869,0,0,0.8523,0.1168,NA,80.5,3.31,57.5427,65.5,54.5,41.2179,5.3004,16.3717,6.608,20.7093,0,73.8111,7.434,0.8355,12.0638,30.0338,26.8453,2.6019,0.9766,0,0,16,0.1168,pcv_lowSin_planControlled_dfp,good,16,13.215942722104243
John Day,CBW05583-290034,2017-08-24,Oregon Department of Fish and Wildlife,1,CHaMP 2014,2017-08-15,Middle Fork,Jen Rogers Crew,Data Approved,Released to Public,4906,Rotating Panel 1,Middle Fork John Day-Depositional,Middle Fork John Day River,Primary Visit,<none>,2017,-1774477.19105,2617820.1081,-118.6279,44.63924,Middle Fork John Day River,1162.1,Rotating Panel 1 - Middle Fork John Day-Depositional,Public Lands,Depositional,Island_braided,4,17070203,1707020302,170702030202,11,11b,6,6.2,5.38,409.371,MT - I.A.2,I.B.1,-1.04,-0.73,0.71,114.57,2560143,0.0.4,NA,408.665,1,198.8694,29.9505,341.7665,2,67.0249,25.0476,614.0347,2,176.8431,45.0018,0.4874,1.0561,164.535,1364.4662,1623.888,442.7374,8.2929,0.7655,9.8959,0.3704,650.5715,164.535,1,164.0972,1,0,0,0.1715,0.134,9.8264,0.2518,24.5434,0.155,8.2412,0.3887,29.22,0.8571,0.4114,NA,NA,0.6078,1.2155,1.2155,0.4196,0.2635,0,0,0,0,0,0,0.3803,8.4592,10.2223,13,67,154,10.1409,26.1377,116.3,141,0,1,59.5,63.5,21.5,17.5,0,0,0,0,0,0,NA,100,0,76.9335,78.5,40.5,15.7388,0,18.5131,0,11.4975,0,88.5025,0,0,7.8341,57.9141,11.4975,0,0,0,0,5,0,cv_occ_floodplain_pockets,good,5,3.038867110341265
John Day,CBW05583-314610,2017-09-25,Oregon Department of Fish and Wildlife,3,CHaMP 2014,2017-08-15,Middle Fork,Jen Rogers Crew,Data Approved,Released to Public,4907,Rotating Panel 1,Middle Fork John Day-Depositional,Middle Fork John Day River,Primary Visit,<none>,2017,-1771261.47242,2615011.12604,-118.58007,44.62153,Middle Fork John Day River,1213.01,Rotating Panel 1 - Middle Fork John Day-Depositional,Public Lands,Depositional,Island_braided,4,17070203,1707020302,170702030202,11,11d,6,6.2,5.38,365.52802,MT - I.A.2,I.B.1,-1.04,-0.73,0.71,102.34,2560144,0.0.4,NA,665.0316,5,205.8217,31.4004,279.3036,2,48.7327,13.1877,1173.5748,3,288.3047,55.4119,0.4289,1.371,243.9265,2117.9099,4223.5788,542.8591,8.6826,0.5276,17.5753,0.2637,1894.6885,243.9265,1,240.3127,1,0,0,0.1274,0.1541,17.1678,0.3071,38.5475,0.1457,8.6743,0.2949,34.4543,1.0985,0.4466,NA,NA,2.0498,0.8199,1.2299,0.3795,0.1806,0,0,0,0,0,0,0.3638,14.1378,21.4781,26,61,110,1.3333,3.8889,93.2,72,1.5,4,40,30,12,23.5,0.7249,1.1582,0.0658,0.2478,0,0.6591,NA,98.5,5.96,62.7868,88,60,54.0043,0,11.9316,1.6398,5,0,95,4.0996,0,2.5094,31.5547,5,3.8434,0.2814,0,0,10,0.9104,pcv_margin_controlled_elongate_dfp,good,10,4.0995955748965365
